2.292559683731858478e+00,-4.313875729773353762e-01,8.584511914229324692e-01,-2.923921331676352153e+00,-6.957348152109428252e-01,-9.435937825300496629e-01,1.751292775574836424e-01,2.140273163531077327e-01,-1.049822162828158323e+00,-2.127094392934076872e+00,-1.194265798307832638e+00,-2.584885075954451050e+00,6.657075862917716247e-02,2.913644896952251262e+00,-1.171172869376447379e+00,-2.377556038261884552e+00,8.017252092946584030e-01,2.354823177608176721e+00,-5.949534897340805761e-01,8.338769026524528449e-01
1.975427363382328272e+00,1.810151691111083982e+00,3.486492433376389699e-01,1.763487713531999512e+00,-2.342451345167711807e+00,3.608782598454307045e-01,-2.621754525603150032e+00,1.568724969550075343e+00,4.449464504427392830e-01,4.626677402014094387e-01,-2.138664515615019468e+00,1.924511174460950436e+00,-2.091878708527608488e+00,-1.056583881361549349e+00,-3.964453872125850431e-02,1.203322462754857325e+00,-1.254139186337339673e+00,-1.707886871979575005e+00,-8.104644007608643452e-01,-2.079676421193004110e+00
1.278943231142992465e+00,1.997145599879520117e-01,-8.784427670056977888e-01,-2.326976932773694884e+00,-2.198980612979237304e+00,1.527611321860831151e-01,2.416877207789472237e+00,7.806389293165003629e-01,-1.222979175959110876e+00,6.675672973776698438e-01,1.653481960893004310e-01,-2.791920448604400029e+00,2.092767268883987952e-01,-7.043929523699024031e-01,1.921277438368948765e-01,8.749206128203137478e-01,1.299012775684509347e+00,-3.552423321761931874e+00,1.811953919736224883e+00,2.061530904607202230e-01
9.199560286368007045e-01,-1.650609217142173790e-01,4.227046888393719559e-01,-1.412788508213482563e+00,-2.848134061980947429e+00,1.617585360903313729e+00,8.899834294303137217e-01,-1.080933914050647537e+00,-5.329467799695757346e-01,-2.636606037493313348e+00,6.125361356329621643e-01,1.014608562094893474e+00,-1.845690083249558855e+00,-2.324167244188624526e+00,-3.370157682099063079e-01,2.195444436200034044e+00,1.579927801419243938e+00,9.381690462567623401e-01,1.145014567319932119e+00,-1.687054214781318062e-01
-2.805632748294041079e+00,1.011643465578995649e+00,-4.791774731808499332e+00,7.836654441419253769e-02,-1.090499710773043640e+00,-1.437912609703640765e+00,-2.601092031848755148e+00,-1.213519019413136002e+00,-4.700876608944851154e-01,8.400007474583274236e-01,5.783273316745684012e-01,-1.357564954583678485e-01,7.342524531841075897e-01,-7.848296563117200808e-01,-4.357053676617044236e-01,-8.725267991519707056e-02,-5.183544665033652521e-01,9.363273435249901411e-01,9.014808203158195532e-01,5.588122296971747005e-01
-4.300083712213726428e-01,-5.137469614302048182e-01,8.920424853497258555e-01,2.671373668666589207e+00,-1.773534076297071937e+00,-7.123148669514559050e-02,1.546622980116767909e+00,-1.867418565850640588e+00,1.050169486704817690e+00,-1.099113183018222806e+00,-6.998717905402900286e-01,2.655414793017095931e+00,3.112175030273764409e-01,-6.361910585779084748e-01,-9.081836851336076988e-01,-3.445391670123009398e+00,1.408094001035845311e-01,-5.667397034524797317e-02,1.208296893637082620e-01,-1.773931449048007647e-01
-5.188867984628375840e-01,-2.900269841818433614e-01,-1.572594372987323963e+00,1.700731407074858925e+00,-2.143839853926558625e+00,5.767099149115172407e-01,1.755517850982278860e+00,1.299457979562142595e+00,1.114136329306585793e+00,1.439397286550791799e+00,1.397520362628777990e+00,-2.980335192923080356e+00,1.603396182538600945e+00,4.727376684938661699e-01,-5.034132342814070515e-01,-1.193554406465123563e+00,1.103497508806561556e-01,2.805715879558247638e-01,-2.315563704733376138e+00,-2.381641925139141858e+00
-2.064049031254938882e+00,-2.180247736744347797e+00,1.339900856301632803e+00,-2.729399694242440777e+00,2.217737211246367524e-01,1.679795764371670996e-01,-3.070937885752843322e+00,-1.859940648706931432e+00,-4.969375057281388286e-01,5.812992435663362212e-01,-2.320630113706637410e+00,1.522184499859399631e+00,8.580630475908793686e-01,1.111315254584445356e+00,3.280708246597320299e-01,1.372754987983703545e+00,5.357467625203650163e-01,-1.123963814954032081e+00,-3.429360378882961302e-01,2.470106621692080007e-01
-1.034731357759054893e+00,-2.270772903120311437e+00,-5.975098858544494185e-01,1.752061444815313784e+00,-3.502761689283578672e+00,-1.163084929283401792e+00,2.245872303965241734e+00,1.865896890411963494e+00,-6.845585139659386975e-01,1.147863992854069703e+00,-7.347707268942725856e-01,1.737723545027081595e+00,-2.343139285723672582e+00,9.595445577103494106e-01,2.343355361605505283e-01,1.168215576725968763e+00,4.860121307931571794e-02,1.257770680374776351e+00,4.974622560448864750e-01,8.945724714690105328e-01
-2.759584565646470367e+00,1.406935256522382938e+00,4.386354831477817129e+00,7.584376150827116803e-01,-2.520158534464950861e+00,-5.033173836488685771e-01,-2.732038703453140815e+00,8.877074917105269858e-01,6.293861501216119203e-01,-4.034252453621741119e-01,2.663769305840637980e+00,-5.688731683850187792e-01,-1.573000960241141277e-01,-1.939353317795032561e-01,-1.300116223391354131e+00,1.547913138377838616e+00,-1.550110142995466234e+00,4.898810124909023234e-01,-9.783585930128025909e-01,-4.788506664660494017e-01
